Machine,Process,Quality_Label,Filename,ch_0_mean,ch_0_std,ch_0_rms,ch_0_max,ch_0_min,ch_0_peak,ch_1_mean,ch_1_std,ch_1_rms,ch_1_max,ch_1_min,ch_1_peak,ch_2_mean,ch_2_std,ch_2_rms,ch_2_max,ch_2_min,ch_2_peak
M01,OP05,good,M01_Aug_2019_OP05_009.h5,-6.348156440548781,319.2066936212391,319.2698111986118,2356.0,-1989.0,2356.0,33.567549542682926,160.79100516679125,164.2575043182124,1729.0,-1711.0,1729.0,-1015.4973323170732,123.18137518854377,1022.941094656204,-486.0,-1616.0,1616.0
M01,OP05,good,M01_Aug_2019_OP05_010.h5,-6.747094131097561,317.92933729958867,318.0009226322614,2338.0,-2039.0,2338.0,33.38698075457317,165.8153074086042,169.14315432472034,1760.0,-1803.0,1803.0,-1016.0551400533536,124.92350454259633,1023.7059781089706,-472.0,-1606.0,1606.0
M01,OP05,good,M01_Aug_2019_OP05_011.h5,-5.863519965277778,387.4540875207902,387.4984526458801,2303.0,-1971.0,2303.0,32.43454861111111,146.59107875525572,150.13641901362945,2156.0,-1862.0,2156.0,-1014.7446831597222,152.80408415230127,1026.1851003276886,-259.0,-1733.0,1733.0
M01,OP05,good,M01_Aug_2019_OP05_012.h5,-4.420740076013513,413.2634628376885,413.2871068148839,2231.0,-2016.0,2231.0,32.781593116554056,161.19825092154284,164.49774754513808,1852.0,-1782.0,1852.0,-1014.7212837837837,167.70433129572157,1028.4862791982962,-283.0,-1692.0,1692.0
M01,OP05,good,M01_Aug_2019_OP05_013.h5,-5.109095982142857,400.8267638723556,400.8593238258777,2080.0,-1899.0,2080.0,32.29120163690476,152.21012828854586,155.59770196494173,1920.0,-1530.0,1920.0,-1015.2172154017857,157.77866834243684,1027.4045467254214,-238.0,-1715.0,1715.0
M01,OP05,good,M01_Aug_2019_OP05_014.h5,-5.364281631097561,406.75247035369347,406.78784108703394,2166.0,-1946.0,2166.0,32.41470560213415,153.07135902173874,156.46582403846236,1889.0,-1657.0,1889.0,-1014.6793540396342,157.46209781737699,1026.8244756351196,-300.0,-1721.0,1721.0
M01,OP05,good,M01_Aug_2019_OP05_015.h5,-5.974206012228261,383.47108930726495,383.51762341772104,2115.0,-1957.0,2115.0,32.07334833559783,149.1600026330009,152.56934835979808,1850.0,-1686.0,1850.0,-1014.7831606657609,151.52962168621082,1026.03415606848,-195.0,-1709.0,1709.0
M01,OP05,good,M01_Aug_2021_OP05_000.h5,-6.169969512195122,319.5075472042908,319.5671153987587,2002.0,-2125.0,2125.0,33.56909775152439,171.67683917209882,174.92804644188445,1645.0,-1914.0,1914.0,-1014.2558117378048,133.04857700098074,1022.9451478382892,-343.0,-1698.0,1698.0
M01,OP05,good,M01_Aug_2021_OP05_001.h5,-5.467097355769231,316.18833916586374,316.23560042785306,2076.0,-1957.0,2076.0,32.18329326923077,159.56504304537083,162.77827658420628,1940.0,-1840.0,1940.0,-1014.0815805288462,139.72086163471596,1023.6617464493972,-376.0,-1848.0,1848.0
M01,OP05,good,M01_Feb_2019_OP05_000.h5,5.893627643585205,318.11712646484375,318.1717224121094,2178.0,-1909.0,2178.0,29.437231063842773,135.0348358154297,138.20620727539062,648.0,-622.0,648.0,-1037.6822509765625,126.08570098876953,1045.314208984375,-501.0,-1551.0,1551.0
M01,OP05,good,M01_Feb_2019_OP05_001.h5,5.4729413986206055,317.9554748535156,318.0025634765625,2166.0,-1887.0,2166.0,29.145122528076172,137.0516815185547,140.1163787841797,636.0,-636.0,636.0,-1037.6212158203125,132.00933837890625,1045.98486328125,-591.0,-1555.0,1555.0
M01,OP05,good,M01_Feb_2019_OP05_002.h5,6.809823036193848,316.5316162109375,316.6048583984375,2059.0,-1852.0,2059.0,28.962575912475586,134.61741638183594,137.69778442382812,687.0,-831.0,831.0,-1037.79638671875,129.35147094726562,1045.826416015625,-599.0,-1520.0,1520.0
M01,OP05,good,M01_Feb_2020_OP05_000.h5,-1.7540967987804879,329.05033727259286,329.05501259635383,2336.0,-1992.0,2336.0,36.63202648628049,153.5619214640548,157.87073537620608,2223.0,-2682.0,2682.0,-1013.8661633003048,126.977264798898,1021.7865838134155,-290.0,-1667.0,1667.0
M01,OP05,good,M01_Feb_2020_OP05_001.h5,-1.30361328125,332.7092030960893,332.71175697955414,2359.0,-1844.0,2359.0,36.7302490234375,156.96780983143591,161.20795425971252,2359.0,-2028.0,2359.0,-1013.6818359375,128.84419355576557,1021.837409142304,-222.0,-1661.0,1661.0
M01,OP05,good,M01_Feb_2020_OP05_002.h5,-1.6185451600609757,326.7006352436664,326.7046445293521,2397.0,-1871.0,2397.0,36.40282012195122,160.22152971399137,164.3049113591026,2518.0,-2465.0,2518.0,-1013.5348227896342,128.01912389006824,1021.5878489336077,-378.0,-1739.0,1739.0
M01,OP05,good,M01_Feb_2020_OP05_003.h5,-1.7175828887195121,326.40101125772355,326.4055303469048,2406.0,-1973.0,2406.0,36.61085175304878,160.43713227056531,164.56131950518196,2480.0,-2535.0,2535.0,-1013.4953791920732,127.91326115599887,1021.5354550984742,-421.0,-1686.0,1686.0
M01,OP05,good,M01_Feb_2021_OP05_000.h5,-6.288514672256097,319.14034079426455,319.2022909364256,2596.0,-1994.0,2596.0,32.88033536585366,144.3758208261231,148.07259737367954,2194.0,-1942.0,2194.0,-1013.2081030868902,127.18357180697244,1021.1593025079454,-435.0,-1616.0,1616.0
M01,OP05,good,M01_Feb_2021_OP05_001.h5,-5.5592844893292686,317.6160979416913,317.66474673110855,2119.0,-2153.0,2153.0,33.77610518292683,145.61771965968043,149.48359629141058,2209.0,-2033.0,2209.0,-1013.0289872332318,127.88567677940796,1021.0692803625591,-327.0,-1614.0,1614.0
M01,OP05,good,M01_Feb_2021_OP05_002.h5,-8.08603515625,320.2584677298001,320.3605314597719,1969.0,-1942.0,1969.0,30.3216552734375,140.77559932400752,144.00406988538444,2028.0,-1981.0,2028.0,-1013.7854736328125,127.86739766517634,1021.8175267309572,-277.0,-1618.0,1618.0
M01,OP05,good,M01_Feb_2021_OP05_003.h5,-7.259003429878049,317.4066358848417,317.48963075119076,2096.0,-1850.0,2096.0,31.593083079268293,140.8325616094278,144.33271738565318,1829.0,-1881.0,1881.0,-1013.4317835365854,126.75027479472583,1021.3273775057061,-445.0,-1553.0,1553.0
M01,OP05,good,M01_Feb_2021_OP05_004.h5,-6.458770007621951,317.65759044198495,317.72324509770954,2248.0,-1940.0,2248.0,33.407917301829265,141.05686751282175,144.95905908557634,2035.0,-1989.0,2035.0,-1013.4477419969512,125.37926527032337,1021.173974364038,-407.0,-1571.0,1571.0
M01,OP05,good,M01_Feb_2021_OP05_005.h5,-6.418310546875,322.05590853050865,322.1198580182344,2219.0,-1840.0,2219.0,33.5011962890625,139.0520438433265,143.0307695910383,1877.0,-1696.0,1877.0,-1013.1958740234375,126.57164410473126,1021.0711337754545,-396.0,-1571.0,1571.0
M01,OP05,good,M01_Feb_2021_OP05_006.h5,-6.691156431686046,310.5281078059789,310.6001888472622,2233.0,-1870.0,2233.0,33.76626090116279,138.57164401823843,142.6262980700361,1842.0,-1780.0,1842.0,-1013.1353333938954,121.63684771979358,1020.4110576107884,-464.0,-1610.0,1610.0
M01,OP05,good,M01_Feb_2021_OP05_007.h5,-7.0699317738791425,383.8644919813356,383.9295926851383,1953.0,-2020.0,2020.0,29.132370857699804,149.86577721155385,152.6710392019837,1684.0,-1481.0,1684.0,-1013.6117405782976,163.64161747408187,1026.7362561085001,-206.0,-1797.0,1797.0
M01,OP05,good,M01_Feb_2021_OP05_008.h5,-6.976604959239131,384.58272754414537,384.6460026336575,1948.0,-1963.0,1963.0,29.34525730298913,149.49715137544138,152.35006529552348,1774.0,-1551.0,1774.0,-1013.5097868546196,173.44924898318703,1028.2444894201612,-140.0,-1793.0,1793.0
M01,OP06,bad,M01_Aug_2019_OP06_000.h5,-0.41949740052223206,338.4054260253906,338.40570068359375,2268.0,-2153.0,2268.0,34.20170211791992,235.7935028076172,238.26104736328125,1247.0,-1360.0,1360.0,-1037.008056640625,205.2874755859375,1057.13232421875,-173.0,-1985.0,1985.0
M01,OP06,bad,M01_Aug_2021_OP06_000.h5,-0.7606818181818182,377.2904061432214,377.2911729745946,2141.0,-2035.0,2141.0,36.29505681818182,539.0728079710076,540.2932754006678,2196.0,-2500.0,2500.0,-1014.1739715909091,418.11502639391654,1096.9817774005471,571.0,-2504.0,2504.0
M01,OP06,bad,M01_Aug_2021_OP06_001.h5,-0.3475625,342.8257853309879,342.8259615132728,2055.0,-1840.0,2055.0,36.4172125,266.11751435452317,268.5977379139668,2084.0,-2078.0,2084.0,-1012.8841625,264.2769827882738,1046.7935088999166,50.0,-1953.0,1953.0
M01,OP06,bad,M01_Aug_2021_OP06_002.h5,-1.0005944444444443,372.67310132292437,372.6744445744689,2074.0,-2065.0,2074.0,33.99421666666667,530.3497415279612,531.4381009163302,2285.0,-2203.0,2285.0,-1014.1709444444444,415.65528655926363,1096.0438046903053,318.0,-2311.0,2311.0
M01,OP06,good,M01_Aug_2019_OP06_000.h5,-1.9227576622596154,347.59615976211194,347.6014776700402,2303.0,-2030.0,2303.0,34.4914300380609,170.54936481563246,174.00213959916164,1887.0,-2098.0,2098.0,-1015.8144406049679,145.67375371300048,1026.2065193041894,-236.0,-1700.0,1700.0
M01,OP06,good,M01_Aug_2019_OP06_001.h5,-2.4898365162037037,345.06855088992654,345.07753346045473,2389.0,-1994.0,2389.0,34.62401138117284,171.59150916997334,175.0499019804142,1791.0,-2082.0,2082.0,-1015.6675648630401,144.69562041829673,1025.9227187673805,-247.0,-1698.0,1698.0
M01,OP06,good,M01_Aug_2019_OP06_002.h5,-2.2023835358796298,345.01886669589317,345.02589594022885,2258.0,-2051.0,2258.0,34.37349898726852,170.4673543401738,173.8984080673717,1811.0,-2223.0,2223.0,-1015.7403669945987,143.9819347547659,1025.8943857327847,-242.0,-1670.0,1670.0
M01,OP06,good,M01_Aug_2019_OP06_003.h5,-2.6671825864779874,346.8880512312736,346.8983049107913,2361.0,-1992.0,2361.0,33.76846870086478,181.9366236822036,185.04389888694266,1747.0,-2115.0,2115.0,-1016.0261829304245,159.6604762535622,1028.4943714370452,-119.0,-1665.0,1665.0
M01,OP06,good,M01_Aug_2021_OP06_000.h5,-2.6212355090725805,334.63467697308675,334.6449430493103,2088.0,-1961.0,2088.0,32.709105132728496,190.68066237351408,193.46576069626883,1934.0,-1838.0,1934.0,-1014.1296150453629,155.55709931558462,1025.990685756715,-259.0,-1992.0,1992.0
M01,OP06,good,M01_Feb_2019_OP06_000.h5,0.9398407936096191,327.4449462890625,327.4463195800781,2020.0,-1871.0,2020.0,31.139284133911133,146.42515563964844,149.6996307373047,993.0,-726.0,993.0,-1037.698974609375,125.86668395996094,1045.304443359375,-388.0,-1631.0,1631.0
M01,OP06,good,M01_Feb_2019_OP06_001.h5,0.863611102104187,327.0779724121094,327.0791320800781,2014.0,-1971.0,2014.0,30.407981872558594,145.4449462890625,148.58961486816406,976.0,-774.0,976.0,-1037.815673828125,130.69126892089844,1046.01220703125,-400.0,-1608.0,1608.0
M01,OP06,good,M01_Feb_2019_OP06_002.h5,0.9420430064201355,328.05792236328125,328.0592956542969,2035.0,-1928.0,2035.0,30.316204071044922,146.232177734375,149.3416290283203,1005.0,-720.0,1005.0,-1037.8553466796875,126.0870590209961,1045.4862060546875,-316.0,-1612.0,1612.0
M01,OP06,good,M01_Feb_2020_OP06_000.h5,1.057791385135135,353.0474782560792,353.0490629156112,2233.0,-1944.0,2233.0,39.230922719594595,181.84141338050918,186.02517280640282,2404.0,-2231.0,2404.0,-1013.7445945945946,168.40740157649785,1027.6376579200992,39.0,-1844.0,1844.0
M01,OP06,good,M01_Feb_2020_OP06_001.h5,1.3167915962837837,353.7908733712554,353.79332387836786,2242.0,-1936.0,2242.0,38.963888302364865,176.62734736502085,180.8740015282542,2420.0,-2348.0,2420.0,-1013.8671030405405,167.7987565177553,1027.6589537958218,-39.0,-1762.0,1762.0
M01,OP06,good,M01_Feb_2020_OP06_002.h5,1.1555268158783785,357.1339945288143,357.13586390942226,2194.0,-2008.0,2194.0,38.49937711148649,188.96244711193526,192.84451886559643,2332.0,-2465.0,2465.0,-1013.4750897381757,171.14167731549384,1027.8235409028944,62.0,-1774.0,1774.0
M01,OP06,good,M01_Feb_2020_OP06_003.h5,1.2339210304054054,357.1151850671282,357.1173168114906,2393.0,-2032.0,2393.0,38.76064717060811,187.54025542000784,191.50387769464655,2500.0,-2455.0,2500.0,-1013.5869087837838,170.4347295265521,1027.816335094289,165.0,-1801.0,1801.0
M01,OP06,good,M01_Feb_2021_OP06_000.h5,-1.8226155163770053,336.59631625845327,336.6012508088483,2080.0,-1950.0,2080.0,35.222181024398395,176.2691251769982,179.75373856134325,2328.0,-2121.0,2328.0,-1013.058040190508,178.68835945054656,1028.6963218548808,-165.0,-1950.0,1950.0
M01,OP06,good,M01_Feb_2021_OP06_001.h5,-2.0536064923128343,336.3517215312032,336.35799065375176,2012.0,-1965.0,2012.0,36.368028283756686,178.17240188281323,181.8461940045456,2129.0,-2004.0,2129.0,-1013.0441228693181,186.4153777389599,1030.0529539483032,-167.0,-1916.0,1916.0
M01,OP06,good,M01_Feb_2021_OP06_002.h5,-3.6011529737903225,333.079236647251,333.09870337222276,2000.0,-1887.0,2000.0,31.510400915658604,162.73718292336588,165.7597540770937,2063.0,-2033.0,2063.0,-1013.7598076276881,170.65265297031397,1028.0229936762767,-284.0,-1873.0,1873.0
M01,OP06,good,M01_Feb_2021_OP06_003.h5,-2.822921917002688,336.6253632122206,336.6371994386671,2174.0,-1942.0,2174.0,33.02660870295699,163.31914029465062,166.62502353788886,2057.0,-1928.0,2057.0,-1013.4522219422043,174.44971883607326,1028.3569956788235,-103.0,-1928.0,1928.0
M01,OP06,good,M01_Feb_2021_OP06_004.h5,-2.305821572580645,336.6492886443373,336.6571852164497,2108.0,-2032.0,2108.0,35.65273227486559,173.34478230772498,176.97324902926943,1994.0,-2043.0,2043.0,-1013.2847624747984,185.6175127119699,1030.1455581076816,-97.0,-1948.0,1948.0
M01,OP06,good,M01_Feb_2021_OP06_005.h5,-2.197984921034946,336.9332071684827,336.940376373258,2110.0,-1924.0,2110.0,35.45725701444893,176.75247398304188,180.27383097420042,1996.0,-1840.0,1996.0,-1013.0978557627689,185.56980334657104,1029.9531141101545,-103.0,-1991.0,1991.0
M01,OP06,good,M01_Feb_2021_OP06_006.h5,-2.428259017619681,334.2712093712002,334.28002910186154,2121.0,-1924.0,2121.0,36.097354970079785,180.29986020261066,183.8778361437748,2057.0,-1864.0,2057.0,-1012.9374584441489,181.77235320107013,1029.1178178943103,-81.0,-1864.0,1864.0
M01,OP07,bad,M01_Aug_2019_OP07_000.h5,-1.7638436555862427,445.2774963378906,445.281005859375,2559.0,-2276.0,2559.0,33.996707916259766,212.73974609375,215.43902587890625,1352.0,-1128.0,1352.0,-1032.7716064453125,182.545654296875,1048.7802734375,-220.0,-1873.0,1873.0
M01,OP07,bad,M01_Aug_2021_OP07_000.h5,-0.2363095238095238,579.2643460547092,579.2643942556637,2723.0,-2188.0,2723.0,29.295761904761903,343.7742310090273,345.02023646654203,2129.0,-1838.0,2129.0,-1015.2703333333334,364.70873397023905,1078.7892798785833,1450.0,-2742.0,2742.0
M01,OP07,bad,M01_Aug_2021_OP07_001.h5,-1.2635,581.1268521460192,581.1282257104634,2529.0,-3050.0,3050.0,30.706108695652173,393.3722175785726,394.5688364201018,4026.0,-3724.0,4026.0,-1014.1222608695653,459.2510831305982,1113.263453701695,1768.0,-4040.0,4040.0
M01,OP07,bad,M01_Feb_2019_OP07_000.h5,-0.7727599740028381,471.1910400390625,471.1916809082031,2233.0,-2039.0,2233.0,31.71491050720215,244.55856323242188,246.60643005371094,1397.0,-1438.0,1438.0,-1037.5311279296875,220.0895538330078,1060.617919921875,-115.0,-2201.0,2201.0
M01,OP07,good,M01_Aug_2019_OP07_000.h5,-4.787251790364583,412.2694830741592,412.29727679665655,2279.0,-1969.0,2279.0,34.91351318359375,194.17756697824078,197.2913604809145,1994.0,-2153.0,2153.0,-1015.8857014973959,142.08644573693292,1025.7740085267371,-148.0,-1717.0,1717.0
M01,OP07,good,M01_Aug_2019_OP07_001.h5,-4.895547672193878,409.3800547759414,409.40932529116077,2223.0,-2059.0,2223.0,34.65732621173469,181.9362457403365,185.20779620262937,2317.0,-2215.0,2317.0,-1015.8758370535714,138.99332710231414,1025.3403636296903,-156.0,-1750.0,1750.0
M01,OP07,good,M01_Aug_2019_OP07_002.h5,-4.766860650510204,410.5570891607379,410.5847615542977,2531.0,-2071.0,2531.0,33.982003348214285,185.99649428272468,189.07530890367914,2156.0,-2059.0,2156.0,-1015.9054328762755,138.72619635449684,1025.333509694538,-193.0,-1953.0,1953.0
M01,OP07,good,M01_Aug_2019_OP07_003.h5,-4.626255580357143,408.85584428557115,408.8820167813229,2258.0,-2002.0,2258.0,34.70752949617347,195.0247327510878,198.08901783885184,2043.0,-1821.0,2043.0,-1015.8102877869898,137.18509838280713,1025.0318492574695,-126.0,-1864.0,1864.0
M01,OP07,good,M01_Aug_2019_OP07_004.h5,-4.725924744897959,410.9004304717871,410.9276069170753,2166.0,-2098.0,2166.0,34.63277264030612,196.8215315244176,199.84530070124853,2332.0,-2010.0,2332.0,-1015.7816485969388,138.53159964573834,1025.1845500819459,-210.0,-1850.0,1850.0
M01,OP07,good,M01_Aug_2019_OP07_005.h5,-4.762105305989583,414.7915905419699,414.8189258354572,2162.0,-1856.0,2162.0,34.641886393229164,191.41895049723357,194.52833958666216,2215.0,-2088.0,2215.0,-1016.0526326497396,137.11804228594983,1025.2630442158725,-122.0,-1791.0,1791.0
M01,OP07,good,M01_Aug_2019_OP07_006.h5,-4.259745695153061,410.7097185240616,410.73180826848716,2174.0,-2100.0,2174.0,34.22381218112245,189.20003296794604,192.27043921331384,2301.0,-2033.0,2301.0,-1015.4434789540817,135.88749459294965,1024.4954222138415,-128.0,-1832.0,1832.0
M01,OP07,good,M01_Aug_2019_OP07_007.h5,-4.560546875,412.36995103668164,412.3951686256694,2192.0,-1992.0,2192.0,33.87115478515625,187.437310647684,190.473096654925,2459.0,-2129.0,2459.0,-1015.7420450846354,140.2474634379016,1025.378590157549,-224.0,-1784.0,1784.0
M01,OP07,good,M01_Aug_2019_OP07_008.h5,-4.564732142857143,410.91398332624374,410.93933673058916,2277.0,-1946.0,2277.0,34.12788982780612,186.72542540640637,189.81859065250245,2248.0,-2073.0,2248.0,-1015.5603475765306,136.72274719138844,1024.722366872766,-99.0,-1768.0,1768.0
M01,OP07,good,M01_Aug_2019_OP07_009.h5,-4.842853156887755,409.2412449424477,409.2698984640131,2219.0,-2028.0,2219.0,33.26642219387755,189.17896071882143,192.08158168922571,1877.0,-1686.0,1877.0,-1015.9930444834183,138.0204640217168,1025.3250776838804,-68.0,-1793.0,1793.0
M01,OP07,good,M01_Aug_2019_OP07_010.h5,-4.096516927083333,414.1971547490291,414.21741205932545,2205.0,-1932.0,2205.0,34.975056966145836,191.39338091409502,194.56279415014842,2196.0,-2020.0,2196.0,-1015.7352294921875,139.32516116839423,1025.2460958063414,-70.0,-1801.0,1801.0
M01,OP07,good,M01_Aug_2019_OP07_011.h5,-4.219447544642857,410.2948544636066,410.3165501620598,2213.0,-2151.0,2213.0,33.63745615433673,189.49109698440745,192.45351203053954,2071.0,-1905.0,2071.0,-1015.6988002232143,139.6402377020555,1025.2528706423423,-204.0,-1870.0,1870.0
M01,OP07,good,M01_Aug_2019_OP07_012.h5,-4.380141900510204,408.4195406062536,408.4430275963734,2041.0,-2018.0,2041.0,34.35640545280612,188.0036654342222,191.11708665721272,2125.0,-1979.0,2125.0,-1015.9631497130102,137.7903913255268,1025.2645090494561,-175.0,-1823.0,1823.0
M01,OP07,good,M01_Aug_2019_OP07_013.h5,-4.04266357421875,412.34648001255596,412.3662967648054,2248.0,-1991.0,2248.0,34.798380533854164,192.80138775713013,195.91657002115508,2231.0,-2098.0,2231.0,-1015.858642578125,139.58213642079284,1025.4033130961025,-169.0,-1729.0,1729.0
M01,OP07,good,M01_Aug_2019_OP07_014.h5,-3.8749593098958335,414.11400302479393,414.1321320676197,2174.0,-2057.0,2174.0,34.685384114583336,191.79472412553875,194.90585438505357,1825.0,-1733.0,1825.0,-1016.0989379882812,137.5834182524871,1025.3712736170016,-286.0,-1784.0,1784.0
M01,OP07,good,M01_Aug_2019_OP07_015.h5,-4.460160235969388,409.28508798900265,409.309389434809,2235.0,-2041.0,2235.0,34.543666294642854,182.39828325889744,185.64050909450938,2223.0,-2039.0,2223.0,-1015.7994459502551,137.76506446403053,1025.098886634662,-128.0,-1840.0,1840.0
M01,OP07,good,M01_Aug_2021_OP07_000.h5,-4.543965242346939,415.72071585190736,415.7455486334711,2084.0,-2032.0,2084.0,34.19029017857143,207.45373085250222,210.25229222797392,1887.0,-1741.0,1887.0,-1014.3366948341836,145.8011474815374,1024.7618772642106,-316.0,-1624.0,1624.0
M01,OP07,good,M01_Aug_2021_OP07_001.h5,-3.74947265625,420.5914185026619,420.60813099996204,2078.0,-2090.0,2090.0,32.03380859375,218.87047184767235,221.20227923745213,1825.0,-1760.0,1825.0,-1013.99484375,147.9980634004651,1024.738488552994,-93.0,-1856.0,1856.0
M01,OP07,good,M01_Aug_2021_OP07_002.h5,-3.9677335778061225,419.89360581188095,419.9123517014565,2235.0,-1848.0,2235.0,31.934630102040817,200.3486508650223,202.87780189855363,2065.0,-1928.0,2065.0,-1014.1452686543367,146.73051173873543,1024.7050644010149,-101.0,-1702.0,1702.0
M01,OP07,good,M01_Feb_2019_OP07_000.h5,4.242438793182373,407.9537353515625,407.9757995605469,2176.0,-1981.0,2176.0,29.959897994995117,167.52052307128906,170.17849731445312,1579.0,-1229.0,1579.0,-1037.6136474609375,142.7829132080078,1047.3914794921875,-11.0,-1791.0,1791.0
M01,OP07,good,M01_Feb_2019_OP07_001.h5,4.522698402404785,401.76513671875,401.7905578613281,2006.0,-2022.0,2022.0,29.82261848449707,166.12408447265625,168.77972412109375,1649.0,-1376.0,1649.0,-1037.529052734375,134.07391357421875,1046.1558837890625,23.0,-1911.0,1911.0
M01,OP07,good,M01_Feb_2019_OP07_002.h5,4.837103366851807,402.0829772949219,402.1120910644531,1992.0,-2133.0,2133.0,29.788433074951172,171.18809509277344,173.760498046875,1616.0,-1462.0,1616.0,-1037.944580078125,135.47596740722656,1046.74853515625,-29.0,-1893.0,1893.0
M01,OP07,good,M01_Feb_2019_OP07_003.h5,3.8535516262054443,401.311279296875,401.32977294921875,2231.0,-2203.0,2231.0,29.45940399169922,167.82618713378906,170.3921661376953,1358.0,-1280.0,1358.0,-1037.6351318359375,136.94219970703125,1046.632568359375,66.0,-1815.0,1815.0
M01,OP07,good,M01_Feb_2019_OP07_004.h5,4.824573516845703,396.0595703125,396.0888977050781,2133.0,-2008.0,2133.0,29.95668601989746,169.47921752929688,172.10638427734375,1577.0,-1278.0,1577.0,-1037.841064453125,135.5395050048828,1046.654296875,-15.0,-1889.0,1889.0
M01,OP07,good,M01_Feb_2020_OP07_000.h5,-0.7013113839285714,420.3466501507097,420.34723518845743,2434.0,-2082.0,2434.0,37.795579559948976,185.94570007747643,189.74801503988192,2818.0,-2678.0,2818.0,-1013.6909877232143,138.04631278648728,1023.0475077264059,-158.0,-1748.0,1748.0
M01,OP07,good,M01_Feb_2020_OP07_001.h5,-0.6410634566326531,420.17395745943327,420.1744464974959,2434.0,-2018.0,2434.0,37.47514748086735,180.7337534404439,184.57810355343867,2769.0,-2440.0,2769.0,-1013.676737882653,137.33182728488143,1022.9372217833417,-177.0,-1823.0,1823.0
M01,OP07,good,M01_Feb_2020_OP07_002.h5,-0.6225486288265306,419.93394407664255,419.93440553800775,2580.0,-2190.0,2580.0,37.132393973214285,185.83977567762116,189.5131576067756,2525.0,-2633.0,2633.0,-1013.5178172831633,137.71477038187547,1022.8312294468527,-62.0,-1829.0,1829.0
M01,OP07,good,M01_Feb_2020_OP07_003.h5,-0.9391015625,414.7246920049104,414.7257552531703,2328.0,-2190.0,2328.0,36.630390625,177.24222917513876,180.98782644231213,2758.0,-2658.0,2758.0,-1013.75501953125,136.99214024343215,1022.9692498375898,-76.0,-1840.0,1840.0
M01,OP07,good,M01_Feb_2021_OP07_000.h5,-4.83576,413.85644547985765,413.88469655207115,2201.0,-1903.0,2201.0,30.7983,191.57549680768153,194.0353221967588,1901.0,-1803.0,1901.0,-1013.75984,144.47496157872615,1024.0029432184265,-158.0,-1750.0,1750.0
M01,OP07,good,M01_Feb_2021_OP07_001.h5,-4.8243408203125,418.4541491078459,418.48195799809804,2443.0,-1868.0,2443.0,33.594462076822914,200.7909371352203,203.5818958499775,1918.0,-1819.0,1918.0,-1013.5849609375,138.6161011080304,1023.019499582029,-402.0,-1739.0,1739.0
M01,OP07,good,M01_Feb_2021_OP07_002.h5,-3.3826904296875,416.28528593031547,416.2990293966917,2203.0,-1827.0,2203.0,34.070332845052086,182.90867828472526,186.0547558436434,2199.0,-2213.0,2213.0,-1013.141357421875,139.21434490264656,1022.6612557173136,-216.0,-1801.0,1801.0
M01,OP07,good,M01_Feb_2021_OP07_003.h5,-5.018514827806122,411.7420314158675,411.7726143462458,2367.0,-1903.0,2367.0,31.374581473214285,172.56999101954693,175.39887731426865,2233.0,-2123.0,2233.0,-1013.7122727997449,136.88384857202325,1022.9123911776184,-257.0,-1852.0,1852.0
M01,OP07,good,M01_Feb_2021_OP07_004.h5,-4.419881184895833,415.9626346947047,415.9861161287104,2440.0,-1920.0,2440.0,33.942036946614586,181.88242272264856,185.0223704516445,2051.0,-1987.0,2051.0,-1013.6816813151041,147.1192028482939,1024.302011557399,-195.0,-1862.0,1862.0
M01,OP07,good,M01_Feb_2021_OP07_005.h5,-5.018913424744898,412.02772262240575,412.0582892035679,2131.0,-1903.0,2131.0,32.477220184948976,176.23122853130047,179.19881623658432,1858.0,-1659.0,1858.0,-1013.3677654655612,143.29404317343284,1023.4487827408142,-124.0,-1643.0,1643.0
M01,OP07,good,M01_Feb_2021_OP07_006.h5,-3.314473054846939,412.60466656151243,412.6179790071782,2178.0,-2030.0,2178.0,34.77676578443877,174.2636245374377,177.6998432057574,2158.0,-2176.0,2176.0,-1013.1928611288265,141.18602408489318,1022.9825351585029,-210.0,-1731.0,1731.0
M01,OP07,good,M01_Feb_2021_OP07_007.h5,-3.8413982780612246,414.63827434770144,414.656068199623,2359.0,-1889.0,2359.0,35.15937898596939,185.68223734281497,188.98167952294344,2289.0,-2037.0,2289.0,-1013.2299904336735,142.55383551562807,1023.2089764727627,-191.0,-1747.0,1747.0
M01,OP07,good,M01_Feb_2021_OP07_008.h5,-3.8879852052179444,412.15830307260956,412.1766407993654,2494.0,-1891.0,2494.0,35.88756761056315,190.13116036894198,193.48843803246507,2205.0,-2061.0,2205.0,-1013.2708996181992,137.9964750796045,1022.6245367423327,-341.0,-1633.0,1633.0
M01,OP07,good,M01_Feb_2021_OP07_009.h5,-3.5245535714285716,413.5311942572701,413.54621398547704,2141.0,-2092.0,2141.0,35.471560108418366,183.504990290675,186.9018807773369,2190.0,-2008.0,2190.0,-1013.1619897959183,138.21853719949715,1022.5466158531813,-329.0,-1663.0,1663.0
M01,OP07,good,M01_Feb_2021_OP07_010.h5,-3.697285554846939,413.1600308335861,413.1765736327314,2223.0,-2086.0,2223.0,34.4172512755102,183.67602929557492,186.87276667066956,2192.0,-2264.0,2264.0,-1013.0993702168367,139.3979599050415,1022.6446719948424,-203.0,-1854.0,1854.0
